Model	#pos	#neg	AUROC	AP	Rc|FPR1e-1	Rc|FPR1e-2	Rc|FPR1e-3
bass-model1	44.0	2411.0	0.9098921609290751	0.6399849407240045	0.75	0.6363636363636364	0.5227272727272727
bass-model-avg	44.0	2411.0	0.9098921609290751	0.6399849407240045	0.75	0.6363636363636364	0.5227272727272727
bass-modelcomb1	44.0	2411.0	0.9098921609290751	0.6399849407240045	0.75	0.6363636363636364	0.5227272727272727
