Model	#pos	#neg	AUROC	AP	Rc|FPR1e-1	Rc|FPR1e-2	Rc|FPR1e-3	Rc|FPR1e-4	Rc|FPR1e-5
bass-model1	65.0	437236.0	0.9860859511181076	0.065216118860362	0.9692307692307692	0.7384615384615385	0.4307692307692308	0.09230769230769231	0.03076923076923077
bass-model-avg	65.0	437236.0	0.9860859511181076	0.065216118860362	0.9692307692307692	0.7384615384615385	0.4307692307692308	0.09230769230769231	0.03076923076923077
bass-modelcomb1	65.0	437236.0	0.9860859511181076	0.065216118860362	0.9692307692307692	0.7384615384615385	0.4307692307692308	0.09230769230769231	0.03076923076923077
