Model	#pos	#neg	AUROC	AP	Rc|FPR1e-1	Rc|FPR1e-2	Rc|FPR1e-3
bass-model1	54.0	2411.0	0.9157488056285236	0.6753175048383196	0.7777777777777778	0.6481481481481481	0.5925925925925926
bass-model-avg	54.0	2411.0	0.9157488056285236	0.6753175048383196	0.7777777777777778	0.6481481481481481	0.5925925925925926
bass-modelcomb1	54.0	2411.0	0.9157488056285236	0.6753175048383196	0.7777777777777778	0.6481481481481481	0.5925925925925926
