Model	#pos	#neg	AUROC	AP	Rc|FPR1e-1	Rc|FPR1e-2	Rc|FPR1e-3	Rc|FPR1e-4	Rc|FPR1e-5
bass-model1	92.0	437236.0	0.9359468267460375	0.004296184444677184	0.782608695652174	0.30434782608695654	0.043478260869565216	0.010869565217391304	0.0
bass-model-avg	92.0	437236.0	0.9359468267460375	0.004296184444677184	0.782608695652174	0.30434782608695654	0.043478260869565216	0.010869565217391304	0.0
bass-modelcomb1	92.0	437236.0	0.9359468267460375	0.004296184444677184	0.782608695652174	0.30434782608695654	0.043478260869565216	0.010869565217391304	0.0
